11101,,,34-50,,,41ST,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,673,,,,42,,

11101,,,34-51,,,41ST,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,41,,

11101,,,34-55,,,41ST,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,40,,

11101,,,3445,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,3,,

11101,,,3450,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,35,,

11101,,,27-03,,,42ND,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,421-A (1-15),,,422,,,,1,,

11101,,,34-03,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,18,,

11101,,,34-06,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,674,,,,118,,

11101,,,34-07,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,17,,

11101,,,34-10,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,119,,

11101,,,34-11,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,15,,

11101,,,34-16,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,21,,

11101,,,34-17,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,14,,

11101,,,34-20,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,22,,

11101,,,34-21,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,13,,

11101,,,34-22,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,24,,

11101,,,34-23,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,12,,

11101,,,34-24,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,25,,

11101,,,34-25,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,11,,

11101,,,34-27,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,10,,

11101,,,34-28,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,26,,

11101,,,34-29,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,9,,

11101,,,34-30,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,27,,

11101,,,34-33,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,8,,

11101,,,34-34,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,28,,

11101,,,34-35,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,7,,

11101,,,34-38,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,30,,

11101,,,34-39,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,5,,

11101,,,34-41,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,4,,

11101,,,34-42,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,31,,

11101,,,34-44,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,32,,

11101,,,34-47,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,1,,

11101,,,34-48,,,42ND,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,34,,

11101,,,34-49,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,59,,

11101,,,34-51,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,58,,

11101,,,34-55,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,57,,

11101,,,34-56,,,42ND,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,674,,,,37,,

11101,,,34-06,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,675,,,,21,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,Page3of 172,,,
,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,STREET1,,,,STSUFX1,,,,BLDGNO2,,,STREET2,,,STSUFX2,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,STATUS3,,BLOCK,,,,LOT,,

11101,,,34-08,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,22,,

11101,,,34-11,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,56,,

11101,,,34-14,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,26,,

11101,,,34-16,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,27,,

11101,,,34-18,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,28,,

11101,,,34-20,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,675,,,,40,,

11101,,,34-23,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,703,,,,21,,

11101,,,34-27,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGB,,,,,,,,,703,,,,20,,

11101,,,34-28,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,42,,

11101,,,34-29,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,19,,

11101,,,34-30,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,43,,

11101,,,34-31,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,18,,

11101,,,34-36,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,45,,

11101,,,34-38,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,46,,

11101,,,34-40,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,48,,

11101,,,34-44,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,49,,

11101,,,34-46,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,51,,

11101,,,34-50,,,43RD,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,52,,

11101,,,34-52,,,43RD,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,675,,,,53,,

11101,,,11-34,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,33,,

11101,,,11-36,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,35,,

11101,,,11-38,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,52,,,,36,,

11101,,,11-40,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,38,,

11101,,,11-42,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,39,,

11101,,,11-44,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,41,,

11101,,,11-46,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,42,,

11101,,,11-53,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,447,,,,3,,

11101,,,21-59,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,438,,,,1,,

11101,,,27-19,,,44TH,,,,DR,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,268,,,,8,,

11101,,,34-12,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,131,,

11101,,,34-14,,,44TH,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,132,,

11101,,,34-18,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,33,,

11101,,,34-20,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,34,,

11101,,,34-22,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,35,,

11101,,,34-30,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,38,,

11101,,,34-32,,,44TH,,,,ST,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,703,,,,39,,

11101,,,2117,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,78,,,,9,,

11101,,,11-43,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,52,,,,7,,

11101,,,11-47,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,5,,

11101,,,11-55,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,52,,,,1,,

11101,,,11-15,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,52,,,,17,,

11101,,,21-03,,,45TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,77,,,,1,,

11101,,,21-03,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,78,,,,1,,

11101,,,21-06,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,77,,,,55,,

11101,,,21-23,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,ROOMINGHOUSE,,,,,,78,,,,11,,

11101,,,21-34,,,45TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,76,,,,36,,

11101,,,21-48,,,45TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,77,,,,36,,

11101,,,34-06,,,45TH,,,,ST,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,704,,,,27,,

11101,,,11-14,,,46TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,55,,,,29,,

11101,,,11-15,,,46TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,55,,,,17,,

11101,,,11-24,,,46TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,55,,,,33,,

11101,,,11-25,,,46TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,55,,,,13,,

11101,,,21-03,,,46TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,76,,,,1,,

11101,,,21-21,,,46TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,76,,,,10,,

11101,,,5-34,,,47TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,30,,,,39,,

11101,,,5-36,,,47TH,,,,AVE,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,29,,,,39,,

11101,,,10-38,,,47TH,,,,RD,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,45,,,,34,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,Page4of 172,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ListofQueens Buildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,STSUFX1,,,,BLDGNO2,,,,,STREET2,,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,,BLOCK,,,,LOT,,

11101,,,5-43,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,29,,,,7,,

11101,,,5-43,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,28,,,,7,,

11101,,,10-43,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,47,,,,17,,

11101,,,5-11,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,28,,,,18,,

11101,,,5-16,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,30,,,,31,,

11101,,,5-19,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,29,,,,17,,

11101,,,5-30,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,30,,,,37,,

11101,,,10-12,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,46,,,,47,,

11101,,,10-15,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,47,,,,7,,

11101,,,10-17,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,47,,,,8,,

11101,,,10-22,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,45,,,,40,,

11101,,,10-24,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,46,,,,41,,

11101,,,10-25,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,46,,,,11,,

11101,,,11-11,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,17,,

11101,,,11-12,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,27,,

11101,,,11-13,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,16,,

11101,,,11-14,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,28,,

11101,,,11-18,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,29,,

11101,,,11-20,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,30,,

11101,,,11-21,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,57,,,,13,,

11101,,,11-23,,,,47TH,,,,,,RD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,57,,,,12,,

11101,,,11-27,,,,47TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,56,,,,13,,

11101,,,10-37,,,,48TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,45,,,,16,,

11101,,,10-39,,,,48TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,45,,,,17,,

11101,,,10-41,,,,48TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,45,,,,18,,

11101,,,10-49,,,,48TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,ASTORIA,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,45,,,,21,,

11101,,,10-32,,,,49TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,42,,,,17,,

11101,,,11-39,,,,49TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,61,,,,55,,

11101,,,10-51,,,,49TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,44,,,,23,,

11101,,,11-58,,,,49TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,62,,,,28,,

11101,,,5-24,,,,49TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,32,,,,37,,

11101,,,150,,,,50TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,ARTICLE 11,,,6,,,,7502,,

11101,,,10-59,,,,50TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,421-A (1-15),,,,,,,,43,,,,4,,

11101,,,2-14,,,,50TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,16,,,,8,,

11101,,,5-14,,,,50TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,33,,,,31,,

11101,,,10-11,,,,50TH,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,42,,,,36,,

11101,,,5-33,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,33,,,,12,,

11101,,,5-35,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,33,,,,11,,

11101,,,5-37,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,33,,,,10,,

11101,,,5-46,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,34,,,,42,,

11101,,,5-48,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,34,,,,43,,

11101,,,5-17,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,33,,,,18,,

11101,,,5-26,,,,51ST,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,34,,,,34,,

11101,,,1-15,,,,57TH,,,,,,AVE,,,,115,,,,,57TH,,,,AVE,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,6,,,,30,,

11101,,,37-11,,,,9TH,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,359,,,,16,,

11101,,,38-69,,,,9TH,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,475,,,,8,,

11101,,,1-55,,,,BORDEN,,,,,,AVE,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,ARTICLE 11,,,6,,,,7501,,

11101,,,52-03,,,,CENTER,,,,,,BLVD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,6,,,,60,,

11101,,,52-41,,,,CENTER,,,,,,BLVD,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,6,,,,165,,

11101,,,45-30,,,,COURT,,,,,,SQ,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,84,,,,46,,

11101,,,37-10,,,,CRESCENT,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGB,,,,,,,,,,,367,,,,27,,

11101,,,37-27,,,,CRESCENT,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,368,,,,8,,

11101,,,37-31,,,,CRESCENT,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,368,,,,6,,

11101,,,37-35,,,,CRESCENT,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,368,,,,4,,

11101,,,38-05,,,,CRESCENT,,,,,,ST,,,,,,,,,,,,,,,,63,,,LONGISLAND CITY,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,387,,,,12,,

