10451,,,510,,,E 163RD,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2367,,,,17,,

10451,,,514,,,E 163RD,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2367,,,,20,,

10451,,,777,,,ELTON,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2379,,,,26,,

10451,,,779,,,ELTON,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2379,,,,26,,

10451,,,830,,,ELTON,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,J-51,,,,,421-A (1-15),,,,2381,,,,45,,

10451,,,871,,,ELTON,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2382,,,,7501,,

10451,,,530,,,EXTERIOR,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2351,,,,25,,

10451,,,491,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2351,,,,50,,

10451,,,690,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,1,,

10451,,,691,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2482,,,,60,,

10451,,,705,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2482,,,,53,,

10451,,,710,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,12,,

10451,,,724,,,GERARD,,,,,,AVE,,,,721,,,,,WALTON,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,48,,

10451,,,731,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2482,,,,40,,

10451,,,740,,,GERARD,,,,,,AVE,,,,735,,,,,WALTON,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,43,,

10451,,,751,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2482,,,,30,,

10451,,,815,,,GERARD,,,,,,AVE,,,,107 TO 119,,,,,E 157TH,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2483,,,,23,,

10451,,,825,,,GERARD,,,,,,AVE,,,,90,,,,,E 158TH,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2483,,,,15,,

10451,,,831,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2483,,,,59,,

10451,,,845,,,GERARD,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2483,,,,53,,

10451,,,260 TO 298,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,421-A (16),,,,2341,,,,10,,

10451,,,424,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2343,,,,10,,

10451,,,430,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2343,,,,12,,

10451,,,702,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,7501,,

10451,,,730,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,16,,

10451,,,740,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,25,,

10451,,,750 TO 754,,,GRAND CONCOURSE,,,,,,,,,,160,,,,,E 156TH,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,26,,

10451,,,760,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,72,,

10451,,,774 TO 780,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,80,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page3of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,STREET1,,,,,,,STSUFX1,,,BLDGNO2,,,,STREET2,,,STSUFX2,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,,,STATUS3,,BLOCK,,,,LOT,,

10451,,,790,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,85,,

10451,,,800,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2458,,,,90,,

10451,,,840,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2459,,,,1,,

10451,,,860,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2459,,,,30,,

10451,,,888,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2459,,,,34,,

10451,,,910,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,2461,,,,1,,

10451,,,930,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,SEC608,,,,,,,,,2461,,,,7,,

10451,,,940 TO 948,,,,GRAND CONCOURSE,,,,,,,,,,161,,,,E 163RD,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2461,,,,45,,

10451,,,960,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2461,,,,58,,

10451,,,1000,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2461,,,,90,,

10451,,,1020 TO 1032,,,,GRAND CONCOURSE,,,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,NON-EVICT COOP/CONDO,,,,,,,,,2461,,,,94,,

10451,,,747,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2403,,,,35,,

10451,,,760,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,2378,,,,1,,

10451,,,769,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2404,,,,24,,

10451,,,779,,,,MELROSE,,,,,,,AVE,,,390,,,,E 158TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2404,,,,18,,

10451,,,802,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,2380,,,,1,,

10451,,,863,,,,MELROSE,,,,,,,AVE,,,383 TO 387,,,,E 160TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2407,,,,23,,

10451,,,896,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2383,,,,3,,

10451,,,920,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2384,,,,7,,

10451,,,922,,,,MELROSE,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,2384,,,,8,,

10451,,,524,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2330,,,,1,,

10451,,,526,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2330,,,,1,,

10451,,,560,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2331,,,,6,,

10451,,,562,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2331,,,,7,,

10451,,,655,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,,,2441,,,,200,,

10451,,,673 TO 675,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2442,,,,34,,

10451,,,904,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2421,,,,11,,

10451,,,918,,,,MORRIS,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,2422,,,,4,,

10451,,,2980,,,,PARK,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2441,,,,7501,,

10451,,,2996 TO 3004,,,,PARK,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2442,,,,60,,

10451,,,3120,,,,PARK,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2418,,,,6,,

10451,,,3201 TO 3213,,,,PARK,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,2421,,,,36,,

10451,,,810,,,,RIVER,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2483,,,,7501,,

10451,,,909,,,,SHERIDAN,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,2461,,,,35,,

10451,,,910,,,,SHERIDAN,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2454,,,,11,,

10451,,,917,,,,SHERIDAN,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2461,,,,22,,

10451,,,930,,,,SHERIDAN,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2454,,,,19,,

10451,,,557,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ROOMINGHOUSE,,,,,,,,,2352,,,,51,,

10451,,,675,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,2473,,,,67,,

10451,,,711,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,55,,

10451,,,751,,,,WALTON,,,,,,,AVE,,,120 TO 128,,,,E 157TH,,,ST,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2473,,,,33,,

10451,,,835,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2474,,,,28,,

10451,,,853,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2474,,,,49,,

10451,,,865,,,,WALTON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2474,,,,46,,

10452,,,901,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,ARTICLE 11,,,,,,,,,2504,,,,30,,

10452,,,946,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,,2504,,,,53,,

10452,,,954,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,GARDENCOMPLEX,,,,,,,,,2504,,,,59,,

10452,,,956,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,60,,

10452,,,960,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,62,,

10452,,,963,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,,,2507,,,,29,,

10452,,,974,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,72,,

10452,,,976,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,73,,

10452,,,985,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2507,,,,24,,

10452,,,990,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,,,2504,,,,75,,

10452,,,1035,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2508,,,,31,,

10452,,,1038 TO 1040,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,94,,

10452,,,1050 TO 1052,,,,ANDERSON,,,,,,,AVE,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,,,2504,,,,94,,

Source: 2023HCR BuildingRegistrationFile,,,,,,,,,,,,,,,,,,,,https://rentguidelinesboard.cityofnewyork.us/resources/rent-stabilized-building-lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Page4of 130,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListofBronxBuildings Containing StabilizedUnits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

ZIP,,,BLDGNO1,,,,,,,STREET1,,,,,,,,STSUFX1,,,,BLDGNO2,,,,,STREET2,,,,,STSUFX2,,,,COUNTY,,,CITY,,,,,STATUS1,,,STATUS2,,,,,STATUS3,,BLOCK,,,,LOT,,

10452,,,1060,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,1,,

10452,,,1070,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,3,,

10452,,,1080,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,6,,

10452,,,1088,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,11,,

10452,,,1092,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2505,,,,15,,

10452,,,1098,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,17,,

10452,,,1110,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,40,,

10452,,,1130,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2505,,,,46,,

10452,,,1140 TO 1150,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGB,,,,,,,,,,2505,,,,50,,

10452,,,1172,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2510,,,,63,,

10452,,,1178,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2510,,,,67,,

10452,,,1180,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2510,,,,69,,

10452,,,1187,,,,,,,ANDERSON,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2510,,,,40,,

10452,,,1160,,,,,,,CROMWELL,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2496,,,,34,,

10452,,,1164,,,,,,,CROMWELL,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2496,,,,40,,

10452,,,1184,,,,,,,CROMWELL,,,,,,,,AVE,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2496,,,,46,,

10452,,,1001,,,,,,,DRMARTINL KINGJR,,,,,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2527,,,,1,,

10452,,,1094,,,,,,,DRMARTINL KINGJR,,,,,,,,BLVD,,,,1094,,,,,UNIVERSITY,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (1-15),,,,,,,2526,,,,158,,

10452,,,1096,,,,,,,DRMARTINL KINGJR,,,,,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,2526,,,,159,,

10452,,,1212,,,,,,,DRMARTINL KINGJR,,,,,,,,BLVD,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2528,,,,11,,

10452,,,1425,,,,,,,DRMARTINL KINGJR,,,,,,,,BLVD,,,,1425,,,,,UNIVERSITY,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2537,,,,47,,

10452,,,70,,,,,,,E 162ND,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2484,,,,15,,

10452,,,149,,,,,,,E 165TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2472,,,,1,,

10452,,,150,,,,,,,E 165TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2471,,,,21,,

10452,,,153,,,,,,,E 165TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2472,,,,32,,

10452,,,2 TO 6,,,,,,,E 167TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2496,,,,52,,

10452,,,111,,,,,,,E 167TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2465,,,,1,,

10452,,,50,,,,,,,E 168TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2480,,,,1,,

10452,,,105,,,,,,,E 168TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2466,,,,1,,

10452,,,114,,,,,,,E 168TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2465,,,,34,,

10452,,,125,,,,,,,E 168TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2466,,,,44,,

10452,,,155,,,,,,,E 168TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2466,,,,40,,

10452,,,16,,,,,,,E 169TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2481,,,,11,,

10452,,,27,,,,,,,E 169TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,36,,

10452,,,38 TO 40,,,,,,,E 169TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,2481,,,,19,,

10452,,,115,,,,,,,E 169TH,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,83,,

10452,,,152 TO 156,,,,,,,E 171ST,,,,,,,,ST,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2833,,,,14,,

10452,,,50,,,,,,,E 172ND,,,,,,,,ST,,,,1474 TO 1476,,,,,TOWNSEND,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2844,,,,50,,

10452,,,111 TO 113,,,,,,,E 172ND,,,,,,,,ST,,,,119,,,,,E 172ND,,,,,ST,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2835,,,,12,,

10452,,,12,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,10,,

10452,,,15,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2840,,,,38,,

10452,,,20,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,14,,

10452,,,30,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,J-51,,,,,,,2839,,,,18,,

10452,,,31 TO 35,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2840,,,,22,,

10452,,,105,,,,,,,E CLARKE,,,,,,,,PL,,,,1320,,,,,WALTON,,,,,AVE,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2840,,,,47,,

10452,,,108,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,GARDENCOMPLEX,,,,,,,2839,,,,41,,

10452,,,112,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,49,,

10452,,,121,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2840,,,,88,,

10452,,,128,,,,,,,E CLARKE,,,,,,,,PL,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2839,,,,53,,

10452,,,117 TO 123,,,,,,,E MOUNT EDEN,,,,,,,,AVE,,,,1641 TO 1645,,,,,GRAND CONCOURSE,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2838,,,,27,,

10452,,,1285,,,,,,,EDWARD L GRANT,,,,,,,,HWY,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,421-A (16),,,,,,,2506,,,,100,,

10452,,,1307,,,,,,,EDWARD L GRANT,,,,,,,,HWY,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2506,,,,147,,

10452,,,1325,,,,,,,EDWARD L GRANT,,,,,,,,HWY,,,,,,,,,,,,,,,,,,60,,,BRONX,,,,,MULTIPLE DWELLINGA,,,,,,,,,,2506,,,,138,,

